date,account,category,amount,currency,converted amount,currency,description
28/01/2015,Гривна,To 'Наличные',-300,UAH,-300,UAH,
28/01/2015,Наличные,From 'Гривна',300,UAH,300,UAH,
28/01/2015,Наличные,Еда,-12,UAH,-12,UAH,
29/01/2015,ПриватБанк,Связь,-31,UAH,-31,UAH,
29/01/2015,Наличные,Еда,-11,UAH,-11,UAH,
30/01/2015,Гривна,Развлечения,-760,UAH,-760,UAH,Пицца
30/01/2015,Гривна,Развлечения,-307,UAH,-307,UAH,Вода
31/01/2015,Гривна,Бонус,3 200,UAH,3 200,UAH,
31/01/2015,Наличные,Такси,-60,UAH,-60,UAH,
31/01/2015,Гривна,Бонус,200,UAH,200,UAH,
31/01/2015,Наличные,To 'Гривна',-63,UAH,-63,UAH,
31/01/2015,Гривна,From 'Наличные',63,UAH,63,UAH,
31/01/2015,Гривна,To 'Наличные',-100,UAH,-100,UAH,
31/01/2015,Наличные,From 'Гривна',100,UAH,100,UAH,
01/02/2015,Наличные,Подарки,-300,UAH,-300,UAH,
02/02/2015,Гривна,To 'Наличные',-300,UAH,-300,UAH,
02/02/2015,Наличные,From 'Гривна',300,UAH,300,UAH,
02/02/2015,Наличные,Еда,-9,UAH,-9,UAH,Арахис
02/02/2015,ПриватБанк,Электроника,-140,UAH,-140,UAH,
03/02/2015,Наличные,Кафе,-30,UAH,-30,UAH,
04/02/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,Мама
04/02/2015,Наличные,Химия,-78,UAH,-78,UAH,
04/02/2015,Гривна,Зарплата,1 800,UAH,1 800,UAH,
04/02/2015,Наличные,Зарплата,65,UAH,65,UAH,
04/02/2015,Гривна,Другое,-496,UAH,-496,UAH,
05/02/2015,Наличные,Подарки,-100,UAH,-100,UAH,
06/02/2015,Гривна,Образование,-1 600,UAH,-1 600,UAH,
06/02/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
06/02/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
07/02/2015,Наличные,Еда,-48,UAH,-48,UAH,
08/02/2015,Гривна,Еда,-600,UAH,-600,UAH,
08/02/2015,Наличные,Еда,-22,UAH,-22,UAH,
08/02/2015,Наличные,Химия,-20,UAH,-20,UAH,
08/02/2015,Наличные,Кафе,-81,UAH,-81,UAH,Макдональдс
08/02/2015,Гривна,To 'Наличные',-100,UAH,-100,UAH,
08/02/2015,Наличные,From 'Гривна',100,UAH,100,UAH,
08/02/2015,Наличные,Еда,-90,UAH,-90,UAH,
09/02/2015,ПриватБанк,Интернет,-380,UAH,-380,UAH,Хостинг
09/02/2015,Наличные,Бонус,50,UAH,50,UAH,
10/02/2015,Наличные,Транспорт,-100,UAH,-100,UAH,
10/02/2015,Наличные,Подарки,-100,UAH,-100,UAH,
10/02/2015,Наличные,Кафе,-30,UAH,-30,UAH,
11/02/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
11/02/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
11/02/2015,Наличные,Еда,-10,UAH,-10,UAH,
12/02/2015,Наличные,Кафе,-30,UAH,-30,UAH,
13/02/2015,Наличные,Подарки,-100,UAH,-100,UAH,
14/02/2015,Наличные,Подарки,-100,UAH,-100,UAH,
14/02/2015,Наличные,Другое,-7,UAH,-7,UAH,
14/02/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
14/02/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
14/02/2015,Наличные,Еда,-20,UAH,-20,UAH,
14/02/2015,Наличные,Еда,-13,UAH,-13,UAH,
15/02/2015,Наличные,Еда,-13,UAH,-13,UAH,
15/02/2015,Наличные,Стрижка,-30,UAH,-30,UAH,
15/02/2015,Наличные,Кафе,-93,UAH,-93,UAH,
16/02/2015,Наличные,Еда,-40,UAH,-40,UAH,
17/02/2015,Наличные,Еда,-8,UAH,-8,UAH,
18/02/2015,Наличные,Еда,-15,UAH,-15,UAH,
18/02/2015,Наличные,Еда,-17,UAH,-17,UAH,
18/02/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
18/02/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
18/02/2015,Отдых,Сбережения,500,UAH,500,UAH,Катя
18/02/2015,Наличные,Здоровье,-76,UAH,-76,UAH,
18/02/2015,Гривна,To 'Наличные',-1 200,UAH,-1 200,UAH,
18/02/2015,Наличные,From 'Гривна',1 200,UAH,1 200,UAH,
19/02/2015,ПриватБанк,Бонус,380,UAH,380,UAH,
19/02/2015,Наличные,Еда,-18,UAH,-18,UAH,
19/02/2015,Наличные,Кафе,-64,UAH,-64,UAH,
19/02/2015,Наличные,Жилье,-523,UAH,-523,UAH,
19/02/2015,Наличные,Еда,-6,UAH,-6,UAH,Орбит
20/02/2015,Наличные,Другое,-6,UAH,-6,UAH,
22/02/2015,Наличные,Еда,-374,UAH,-374,UAH,
22/02/2015,Наличные,"Кино, театр, музей",-120,UAH,-120,UAH,
22/02/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
22/02/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
22/02/2015,Наличные,Еда,-280,UAH,-280,UAH,
23/02/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
23/02/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
24/02/2015,ПриватБанк,To 'Наличные',-200,UAH,-200,UAH,
24/02/2015,Наличные,From 'ПриватБанк',200,UAH,200,UAH,
24/02/2015,Гривна,Зарплата,3 000,UAH,3 000,UAH,
24/02/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
24/02/2015,Наличные,Другое,-226,UAH,-226,UAH,
24/02/2015,Наличные,Бонус,100,UAH,100,UAH,
25/02/2015,Наличные,Кафе,-30,UAH,-30,UAH,
25/02/2015,Наличные,Еда,-8,UAH,-8,UAH,
26/02/2015,Наличные,Жилье,-25,UAH,-25,UAH,
26/02/2015,Наличные,Подарки,-100,UAH,-100,UAH,
26/02/2015,Наличные,Кафе,-40,UAH,-40,UAH,
26/02/2015,Наличные,Еда,-4,UAH,-4,UAH,
26/02/2015,Гривна,To 'Наличные',-500,UAH,-500,UAH,
26/02/2015,Наличные,From 'Гривна',500,UAH,500,UAH,
26/02/2015,Наличные,Кафе,-500,UAH,-500,UAH,
27/02/2015,ПриватБанк,Интернет,-65,UAH,-65,UAH,
27/02/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
28/02/2015,Отдых,Сбережения,500,UAH,500,UAH,
28/02/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
28/02/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
28/02/2015,Наличные,Другое,-93,UAH,-93,UAH,
28/02/2015,Наличные,Кафе,-40,UAH,-40,UAH,
28/02/2015,Наличные,Еда,-18,UAH,-18,UAH,
01/03/2015,ПриватБанк,Интернет,-700,UAH,-700,UAH,
01/03/2015,Гривна,Зарплата,1 500,UAH,1 500,UAH,
01/03/2015,Наличные,Машина,-265,UAH,-265,UAH,
01/03/2015,ПриватБанк,Зарплата,600,UAH,600,UAH,
01/03/2015,Гривна,Зарплата,2 400,UAH,2 400,UAH,
02/03/2015,Наличные,Gum,-7,UAH,-7,UAH,
02/03/2015,Наличные,Еда,-27,UAH,-27,UAH,
02/03/2015,ПриватБанк,Бонус,1 500,UAH,1 500,UAH,
03/03/2015,Наличные,Транспорт,-100,UAH,-100,UAH,
03/03/2015,Наличные,Подарки,-50,UAH,-50,UAH,
03/03/2015,Гривна,Зарплата,2 450,UAH,2 450,UAH,
03/03/2015,Гривна,To 'Наличные',-350,UAH,-350,UAH,
03/03/2015,Наличные,From 'Гривна',350,UAH,350,UAH,
03/03/2015,Наличные,Здоровье,-37,UAH,-37,UAH,
03/03/2015,Наличные,Еда,-48,UAH,-48,UAH,
03/03/2015,Наличные,Другое,-25,UAH,-25,UAH,
04/03/2015,Наличные,Gum,-7,UAH,-7,UAH,
04/03/2015,Наличные,Другое,-15,UAH,-15,UAH,Коробка
04/03/2015,Наличные,Еда,-40,UAH,-40,UAH,
05/03/2015,Наличные,Здоровье,-50,UAH,-50,UAH,
05/03/2015,Наличные,Еда,-4,UAH,-4,UAH,
05/03/2015,Наличные,Другое,-27,UAH,-27,UAH,
06/03/2015,Наличные,АТО,-200,UAH,-200,UAH,
06/03/2015,ПриватБанк,Подарки,-277,UAH,-277,UAH,
06/03/2015,Наличные,Еда,-38,UAH,-38,UAH,
06/03/2015,Наличные,Еда,-9,UAH,-9,UAH,
06/03/2015,Наличные,Здоровье,-57,UAH,-57,UAH,
06/03/2015,Гривна,Мебель,-1 800,UAH,-1 800,UAH,
06/03/2015,Наличные,Бонус,71,UAH,71,UAH,
06/03/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
06/03/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
07/03/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
07/03/2015,Наличные,Ремонт,-50,UAH,-50,UAH,
07/03/2015,Наличные,Кафе,-78,UAH,-78,UAH,
07/03/2015,Наличные,Подарки,-100,UAH,-100,UAH,
07/03/2015,Наличные,Подарки,-25,UAH,-25,UAH,
08/03/2015,Гривна,Еда,-700,UAH,-700,UAH,
08/03/2015,Гривна,To 'Наличные',-300,UAH,-300,UAH,
08/03/2015,Наличные,From 'Гривна',300,UAH,300,UAH,
08/03/2015,Наличные,Кафе,-18,UAH,-18,UAH,
09/03/2015,Наличные,Еда,-59,UAH,-59,UAH,
11/03/2015,Наличные,Еда,-12,UAH,-12,UAH,
12/03/2015,Наличные,Другое,-25,UAH,-25,UAH,
12/03/2015,ПриватБанк,Подарки,-400,UAH,-400,UAH,
12/03/2015,Наличные,Кафе,-15,UAH,-15,UAH,
12/03/2015,Наличные,Кафе,-30,UAH,-30,UAH,
13/03/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
13/03/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
13/03/2015,ПриватБанк,Бонус,500,UAH,500,UAH,
13/03/2015,Наличные,Кафе,-20,UAH,-20,UAH,
14/03/2015,Отдых,Сбережения,1 000,UAH,1 000,UAH,Катя
14/03/2015,Отдых,Сбережения,1 000,UAH,1 000,UAH,
14/03/2015,Гривна,Зарплата,9 000,UAH,9 000,UAH,
14/03/2015,ПриватБанк,Подарки,-160,UAH,-160,UAH,
17/03/2015,Гривна,To 'Наличные',-100,UAH,-100,UAH,
17/03/2015,Наличные,From 'Гривна',100,UAH,100,UAH,
17/03/2015,Наличные,Подарки,-330,UAH,-330,UAH,
17/03/2015,Наличные,Другое,-2,UAH,-2,UAH,
17/03/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
18/03/2015,Наличные,Gum,-7,UAH,-7,UAH,
19/03/2015,Наличные,Подарки,-100,UAH,-100,UAH,
19/03/2015,Наличные,Подарки,-140,UAH,-140,UAH,
19/03/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
19/03/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
19/03/2015,Наличные,Кафе,-61,UAH,-61,UAH,
19/03/2015,Наличные,Транспорт,-150,UAH,-150,UAH,
19/03/2015,Наличные,Другое,-34,UAH,-34,UAH,Канцелярия 
19/03/2015,Наличные,Кафе,-420,UAH,-420,UAH,
20/03/2015,Наличные,Еда,-9,UAH,-9,UAH,
20/03/2015,Наличные,Жилье,-385,UAH,-385,UAH,
20/03/2015,ПриватБанк,To 'Наличные',-1 000,UAH,-1 000,UAH,
20/03/2015,Наличные,From 'ПриватБанк',1 000,UAH,1 000,UAH,
20/03/2015,Наличные,Подарки,-50,UAH,-50,UAH,
21/03/2015,Наличные,Другое,-5,UAH,-5,UAH,
21/03/2015,Наличные,Здоровье,-200,UAH,-200,UAH,
21/03/2015,Наличные,Кафе,-70,UAH,-70,UAH,Mac
22/03/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
22/03/2015,Наличные,Химия,-216,UAH,-216,UAH,
22/03/2015,Наличные,Gum,-7,UAH,-7,UAH,
22/03/2015,Наличные,Еда,-95,UAH,-95,UAH,
22/03/2015,Наличные,Другое,-9,UAH,-9,UAH,
22/03/2015,Наличные,Транспорт,-15,UAH,-15,UAH,
23/03/2015,Наличные,To 'ПриватБанк',-100,UAH,-100,UAH,
23/03/2015,ПриватБанк,From 'Наличные',100,UAH,100,UAH,
23/03/2015,Наличные,Подарки,-100,UAH,-100,UAH,
23/03/2015,Наличные,Жилье,-144,UAH,-144,UAH,
23/03/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
23/03/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
25/03/2015,Наличные,Жилье,-25,UAH,-25,UAH,
25/03/2015,Наличные,Gum,-10,UAH,-10,UAH,
25/03/2015,Наличные,Еда,-20,UAH,-20,UAH,
26/03/2015,Наличные,Кафе,-22,UAH,-22,UAH,
26/03/2015,Наличные,Кафе,-55,UAH,-55,UAH,
27/03/2015,Наличные,Gum,-7,UAH,-7,UAH,
27/03/2015,Наличные,Еда,-32,UAH,-32,UAH,
27/03/2015,Наличные,Еда,-173,UAH,-173,UAH,
27/03/2015,Наличные,Другое,-2,UAH,-2,UAH,
27/03/2015,ПриватБанк,Связь,-21,UAH,-21,UAH,
27/03/2015,Наличные,Другое,-22,UAH,-22,UAH,
28/03/2015,Наличные,Другое,-20,UAH,-20,UAH,
28/03/2015,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
28/03/2015,Наличные,Еда,-35,UAH,-35,UAH,
28/03/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
28/03/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
28/03/2015,Наличные,Еда,-15,UAH,-15,UAH,
28/03/2015,Наличные,Химия,-57,UAH,-57,UAH,
28/03/2015,Наличные,Одежда,-216,UAH,-216,UAH,
28/03/2015,Наличные,Еда,-37,UAH,-37,UAH,
29/03/2015,Наличные,Еда,-480,UAH,-480,UAH,
30/03/2015,Наличные,Бонус,200,UAH,200,UAH,
30/03/2015,ПриватБанк,Интернет,-65,UAH,-65,UAH,
31/03/2015,Наличные,Gum,-6,UAH,-6,UAH,
31/03/2015,Наличные,Кафе,-19,UAH,-19,UAH,
31/03/2015,Наличные,Кафе,-80,UAH,-80,UAH,
01/04/2015,ПриватБанк,Связь,-30,UAH,-30,UAH,
01/04/2015,Наличные,Кафе,-55,UAH,-55,UAH,
01/04/2015,Наличные,Подарки,-50,UAH,-50,UAH,
02/04/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
02/04/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
02/04/2015,Наличные,Транспорт,-4,UAH,-4,UAH,
02/04/2015,Наличные,Здоровье,-67,UAH,-67,UAH,
02/04/2015,Наличные,Gum,-8,UAH,-8,UAH,
02/04/2015,Наличные,Кафе,-54,UAH,-54,UAH,Mac
02/04/2015,Наличные,Еда,-9,UAH,-9,UAH,
03/04/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
03/04/2015,Наличные,Кафе,-53,UAH,-53,UAH,
03/04/2015,Наличные,Кафе,-55,UAH,-55,UAH,
03/04/2015,Наличные,Другое,-50,UAH,-50,UAH,
03/04/2015,Гривна,To 'Отдых',-1 000,UAH,-1 000,UAH,
03/04/2015,Отдых,From 'Гривна',1 000,UAH,1 000,UAH,
03/04/2015,Гривна,Другое,-300,UAH,-300,UAH,
04/04/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
04/04/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
04/04/2015,Наличные,Еда,-198,UAH,-198,UAH,
04/04/2015,Наличные,Химия,-475,UAH,-475,UAH,
04/04/2015,Наличные,Еда,-30,UAH,-30,UAH,
05/04/2015,Наличные,Другое,-22,UAH,-22,UAH,
06/04/2015,Наличные,Транспорт,-172,UAH,-172,UAH,
06/04/2015,Наличные,Жилье,-25,UAH,-25,UAH,
06/04/2015,Наличные,Еда,-11,UAH,-11,UAH,
06/04/2015,ПриватБанк,Связь,-32,UAH,-32,UAH,
06/04/2015,ПриватБанк,To 'Наличные',-102,UAH,-102,UAH,
06/04/2015,Наличные,From 'ПриватБанк',102,UAH,102,UAH,
06/04/2015,Гривна,Подарки,-1 000,UAH,-1 000,UAH,
07/04/2015,Наличные,Кафе,-49,UAH,-49,UAH,
07/04/2015,Наличные,Бонус,50,UAH,50,UAH,
07/04/2015,Наличные,Кафе,-70,UAH,-70,UAH,
07/04/2015,Наличные,Кафе,-34,UAH,-34,UAH,
08/04/2015,Наличные,Gum,-7,UAH,-7,UAH,
08/04/2015,Наличные,Кафе,-60,UAH,-60,UAH,
08/04/2015,Наличные,Другое,-5,UAH,-5,UAH,
08/04/2015,Наличные,Кафе,-63,UAH,-63,UAH,
08/04/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
08/04/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
09/04/2015,Наличные,Здоровье,-170,UAH,-170,UAH,
09/04/2015,Наличные,Кафе,-55,UAH,-55,UAH,
09/04/2015,Наличные,Такси,-50,UAH,-50,UAH,
09/04/2015,Наличные,Еда,-290,UAH,-290,UAH,
09/04/2015,Гривна,To 'Наличные',-400,UAH,-400,UAH,
09/04/2015,Наличные,From 'Гривна',400,UAH,400,UAH,
10/04/2015,Наличные,Транспорт,-5,UAH,-5,UAH,
10/04/2015,Наличные,Gum,-10,UAH,-10,UAH,
10/04/2015,Наличные,Другое,-25,UAH,-25,UAH,
11/04/2015,Наличные,Еда,-96,UAH,-96,UAH,
11/04/2015,Гривна,To 'Наличные',-200,UAH,-200,UAH,
11/04/2015,Наличные,From 'Гривна',200,UAH,200,UAH,
11/04/2015,Наличные,Другое,-81,UAH,-81,UAH,
11/04/2015,Наличные,Кафе,-51,UAH,-51,UAH,Mac
11/04/2015,Наличные,Кафе,-92,UAH,-92,UAH,
11/04/2015,Наличные,Еда,-14,UAH,-14,UAH,
12/04/2015,Наличные,Gum,-11,UAH,-11,UAH,
12/04/2015,Наличные,Транспорт,-70,UAH,-70,UAH,
12/04/2015,Наличные,Такси,-30,UAH,-30,UAH,
12/04/2015,Наличные,Транспорт,-31,UAH,-31,UAH,
12/04/2015,Наличные,Еда,-45,UAH,-45,UAH,
13/04/2015,Наличные,Еда,-28,UAH,-28,UAH,
13/04/2015,Наличные,"Кино, театр, музей",-6,UAH,-6,UAH,
13/04/2015,Наличные,"Кино, театр, музей",-30,UAH,-30,UAH,
13/04/2015,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
13/04/2015,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
13/04/2015,Наличные,Такси,-20,UAH,-20,UAH,
13/04/2015,Наличные,Другое,-4,UAH,-4,UAH,
13/04/2015,Наличные,Транспорт,-70,UAH,-70,UAH,
13/04/2015,Наличные,Еда,-14,UAH,-14,UAH,
14/04/2015,Наличные,Стрижка,-30,UAH,-30,UAH,
14/04/2015,ПриватБанк,Связь,-45,UAH,-45,UAH,
15/04/2015,Наличные,Кафе,-63,UAH,-63,UAH,
16/04/2015,Наличные,Бонус,50,UAH,50,UAH,
16/04/2015,ПриватБанк,Связь,-51,UAH,-51,UAH,
16/04/2015,Наличные,Еда,-11,UAH,-11,UAH,
16/04/2015,Наличные,Другое,-10,UAH,-10,UAH,
17/04/2015,Наличные,Еда,-21,UAH,-21,UAH,
17/04/2015,Наличные,Жилье,-394,UAH,-394,UAH,
18/04/2015,ПриватБанк,Связь,-100,UAH,-100,UAH,
18/04/2015,Наличные,Еда,-350,UAH,-350,UAH,
19/04/2015,Гривна,To 'Наличные',-900,UAH,-900,UAH,
19/04/2015,Наличные,From 'Гривна',900,UAH,900,UAH,
19/04/2015,Наличные,Такси,-30,UAH,-30,UAH,
20/04/2015,Наличные,Еда,-105,UAH,-105,UAH,
20/04/2015,Наличные,Химия,-29,UAH,-29,UAH,
20/04/2015,Наличные,Кафе,-56,UAH,-56,UAH,
20/04/2015,Гривна,Зарплата,2 000,UAH,2 000,UAH,
20/04/2015,Наличные,Другое,-67,UAH,-67,UAH,
20/04/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
20/04/2015,Наличные,Подарки,-90,UAH,-90,UAH,
20/04/2015,Гривна,To 'Наличные',-100,UAH,-100,UAH,
20/04/2015,Наличные,From 'Гривна',100,UAH,100,UAH,
21/04/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
21/04/2015,Наличные,Еда,-25,UAH,-25,UAH,
21/04/2015,ПриватБанк,Зарплата,4 800,UAH,4 800,UAH,
21/04/2015,Наличные,Кафе,-63,UAH,-63,UAH,
22/04/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
22/04/2015,ПриватБанк,Транспорт,-861,UAH,-861,UAH,Билеты
23/04/2015,Наличные,Здоровье,-100,UAH,-100,UAH,
23/04/2015,ПриватБанк,Еда,-42,UAH,-42,UAH,
